SupplierTransactionID,SupplierID,TransactionTypeID,PurchaseOrderID,PaymentMethodID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized,LastEditedBy,LastEditedWhen
396414,4,5,4688,4,1417,2021-04-29,632052.00,94807.80,726859.80,.00,2021-05-03,True,16,2021-05-03 09:00:00.0000000
396417,7,5,4689,4,2237,2021-04-29,221613.60,33242.04,254855.64,.00,2021-05-03,True,16,2021-05-03 09:00:00.0000000
396444,4,5,4690,4,83,2021-04-30,631332.00,94699.80,726031.80,.00,2021-05-03,True,16,2021-05-03 09:00:00.0000000
396447,7,5,4691,4,1771,2021-04-30,221196.80,33179.52,254376.32,.00,2021-05-03,True,16,2021-05-03 09:00:00.0000000
396503,4,5,4692,4,6095,2021-05-03,631116.00,94667.40,725783.40,.00,2021-05-03,True,16,2021-05-03 09:00:00.0000000
396506,7,5,4693,4,7895,2021-05-03,220780.00,33117.00,253897.00,.00,2021-05-03,True,16,2021-05-03 09:00:00.0000000
396507,4,7,,4,,2021-05-03,.00,.00,-3634878.60,.00,2021-05-03,True,16,2021-05-03 09:00:00.0000000
396508,7,7,,4,,2021-05-03,.00,.00,-1274278.20,.00,2021-05-03,True,16,2021-05-03 09:00:00.0000000
396541,4,5,4694,4,363,2021-05-04,630396.00,94559.40,724955.40,.00,2021-05-10,True,12,2021-05-10 09:00:00.0000000
396544,7,5,4695,4,9194,2021-05-04,220363.20,33054.48,253417.68,.00,2021-05-10,True,12,2021-05-10 09:00:00.0000000
396576,4,5,4696,4,2377,2021-05-05,629676.00,94451.40,724127.40,.00,2021-05-10,True,12,2021-05-10 09:00:00.0000000
396579,7,5,4697,4,281,2021-05-05,221476.40,33221.46,254697.86,.00,2021-05-10,True,12,2021-05-10 09:00:00.0000000
396625,4,5,4698,4,7253,2021-05-06,628956.00,94343.40,723299.40,.00,2021-05-10,True,12,2021-05-10 09:00:00.0000000
396628,7,5,4699,4,4009,2021-05-06,221059.60,33158.94,254218.54,.00,2021-05-10,True,12,2021-05-10 09:00:00.0000000
396661,4,5,4700,4,5775,2021-05-07,628824.00,94323.60,723147.60,.00,2021-05-10,True,12,2021-05-10 09:00:00.0000000
396664,7,5,4701,4,2874,2021-05-07,220642.80,33096.42,253739.22,.00,2021-05-10,True,12,2021-05-10 09:00:00.0000000
396721,4,5,4702,4,1438,2021-05-10,628680.00,94302.00,722982.00,.00,2021-05-10,True,12,2021-05-10 09:00:00.0000000
396724,7,5,4703,4,2788,2021-05-10,220226.00,33033.90,253259.90,.00,2021-05-10,True,12,2021-05-10 09:00:00.0000000
396725,4,7,,4,,2021-05-10,.00,.00,-3618511.80,.00,2021-05-10,True,12,2021-05-10 09:00:00.0000000
396726,7,7,,4,,2021-05-10,.00,.00,-1269333.20,.00,2021-05-10,True,12,2021-05-10 09:00:00.0000000
396768,4,5,4704,4,9503,2021-05-11,627960.00,94194.00,722154.00,.00,2021-05-17,True,8,2021-05-17 09:00:00.0000000
396771,7,5,4705,4,9657,2021-05-11,219809.20,32971.38,252780.58,.00,2021-05-17,True,8,2021-05-17 09:00:00.0000000
396816,4,5,4706,4,7947,2021-05-12,627240.00,94086.00,721326.00,.00,2021-05-17,True,8,2021-05-17 09:00:00.0000000
396819,7,5,4707,4,569,2021-05-12,219392.40,32908.86,252301.26,.00,2021-05-17,True,8,2021-05-17 09:00:00.0000000
396855,4,5,4708,4,7474,2021-05-13,626520.00,93978.00,720498.00,.00,2021-05-17,True,8,2021-05-17 09:00:00.0000000
396858,7,5,4709,4,5526,2021-05-13,219485.60,32922.84,252408.44,.00,2021-05-17,True,8,2021-05-17 09:00:00.0000000
396892,4,5,4710,4,9937,2021-05-14,627936.00,94190.40,722126.40,.00,2021-05-17,True,8,2021-05-17 09:00:00.0000000
396895,7,5,4711,4,8259,2021-05-14,219068.80,32860.32,251929.12,.00,2021-05-17,True,8,2021-05-17 09:00:00.0000000
396955,4,5,4712,4,5306,2021-05-17,627216.00,94082.40,721298.40,.00,2021-05-17,True,8,2021-05-17 09:00:00.0000000
396958,7,5,4713,4,7908,2021-05-17,218844.00,32826.60,251670.60,.00,2021-05-17,True,8,2021-05-17 09:00:00.0000000
396959,4,7,,4,,2021-05-17,.00,.00,-3607402.80,.00,2021-05-17,True,8,2021-05-17 09:00:00.0000000
396960,7,7,,4,,2021-05-17,.00,.00,-1261090.00,.00,2021-05-17,True,8,2021-05-17 09:00:00.0000000
396989,4,5,4714,4,248,2021-05-18,626496.00,93974.40,720470.40,.00,2021-05-24,True,11,2021-05-24 09:00:00.0000000
396992,7,5,4715,4,5282,2021-05-18,218427.20,32764.08,251191.28,.00,2021-05-24,True,11,2021-05-24 09:00:00.0000000
397029,4,5,4716,4,5781,2021-05-19,625776.00,93866.40,719642.40,.00,2021-05-24,True,11,2021-05-24 09:00:00.0000000
397032,7,5,4717,4,4123,2021-05-19,218010.40,32701.56,250711.96,.00,2021-05-24,True,11,2021-05-24 09:00:00.0000000
397073,4,5,4718,4,285,2021-05-20,625056.00,93758.40,718814.40,.00,2021-05-24,True,11,2021-05-24 09:00:00.0000000
397076,7,5,4719,4,7072,2021-05-20,217977.60,32696.64,250674.24,.00,2021-05-24,True,11,2021-05-24 09:00:00.0000000
397108,4,5,4720,4,2104,2021-05-21,624336.00,93650.40,717986.40,.00,2021-05-24,True,11,2021-05-24 09:00:00.0000000
397111,7,5,4721,4,5074,2021-05-21,217560.80,32634.12,250194.92,.00,2021-05-24,True,11,2021-05-24 09:00:00.0000000
397148,4,5,4722,4,6496,2021-05-24,623616.00,93542.40,717158.40,.00,2021-05-24,True,11,2021-05-24 09:00:00.0000000
397151,7,5,4723,4,3709,2021-05-24,217144.00,32571.60,249715.60,.00,2021-05-24,True,11,2021-05-24 09:00:00.0000000
397152,4,7,,4,,2021-05-24,.00,.00,-3594072.00,.00,2021-05-24,True,11,2021-05-24 09:00:00.0000000
397153,7,7,,4,,2021-05-24,.00,.00,-1252488.00,.00,2021-05-24,True,11,2021-05-24 09:00:00.0000000
397188,4,5,4724,4,717,2021-05-25,622896.00,93434.40,716330.40,.00,2021-05-31,True,3,2021-05-31 09:00:00.0000000
397191,7,5,4725,4,1836,2021-05-25,216919.20,32537.88,249457.08,.00,2021-05-31,True,3,2021-05-31 09:00:00.0000000
397229,4,5,4726,4,9999,2021-05-26,622176.00,93326.40,715502.40,.00,2021-05-31,True,3,2021-05-31 09:00:00.0000000
397232,7,5,4727,4,6410,2021-05-26,216502.40,32475.36,248977.76,.00,2021-05-31,True,3,2021-05-31 09:00:00.0000000
397274,4,5,4728,4,4734,2021-05-27,621456.00,93218.40,714674.40,.00,2021-05-31,True,3,2021-05-31 09:00:00.0000000
397277,7,5,4729,4,4940,2021-05-27,216085.60,32412.84,248498.44,.00,2021-05-31,True,3,2021-05-31 09:00:00.0000000
397307,4,5,4730,4,4292,2021-05-28,620832.00,93124.80,713956.80,.00,2021-05-31,True,3,2021-05-31 09:00:00.0000000
397310,7,5,4731,4,7136,2021-05-28,215668.80,32350.32,248019.12,.00,2021-05-31,True,3,2021-05-31 09:00:00.0000000
397366,4,5,4732,4,338,2021-05-31,620700.00,93105.00,713805.00,.00,2021-05-31,True,3,2021-05-31 09:00:00.0000000
397369,7,5,4733,4,5126,2021-05-31,216442.00,32466.30,248908.30,.00,2021-05-31,True,3,2021-05-31 09:00:00.0000000
397371,4,5,4734,4,5497,2021-05-31,288.00,43.20,331.20,.00,2021-05-31,True,3,2021-05-31 09:00:00.0000000
397372,4,7,,4,,2021-05-31,.00,.00,-3574600.20,.00,2021-05-31,True,3,2021-05-31 09:00:00.0000000
397373,7,7,,4,,2021-05-31,.00,.00,-1243860.70,.00,2021-05-31,True,3,2021-05-31 09:00:00.0000000
397400,4,5,4735,4,8061,2021-06-01,620100.00,93015.00,713115.00,.00,2021-06-07,True,19,2021-06-07 09:00:00.0000000
397403,7,5,4736,4,2900,2021-06-01,215608.40,32341.26,247949.66,.00,2021-06-07,True,19,2021-06-07 09:00:00.0000000
397425,4,5,4737,4,1872,2021-06-02,619380.00,92907.00,712287.00,.00,2021-06-07,True,19,2021-06-07 09:00:00.0000000
397428,7,5,4738,4,7248,2021-06-02,215191.60,32278.74,247470.34,.00,2021-06-07,True,19,2021-06-07 09:00:00.0000000
397474,4,5,4739,4,3869,2021-06-03,619620.00,92943.00,712563.00,.00,2021-06-07,True,19,2021-06-07 09:00:00.0000000
397477,7,5,4740,4,23,2021-06-03,214774.80,32216.22,246991.02,.00,2021-06-07,True,19,2021-06-07 09:00:00.0000000
397519,4,5,4741,4,1166,2021-06-04,618900.00,92835.00,711735.00,.00,2021-06-07,True,19,2021-06-07 09:00:00.0000000
397522,7,5,4742,4,3062,2021-06-04,214358.00,32153.70,246511.70,.00,2021-06-07,True,19,2021-06-07 09:00:00.0000000
397561,4,5,4743,4,2859,2021-06-07,619140.00,92871.00,712011.00,.00,2021-06-07,True,19,2021-06-07 09:00:00.0000000
397564,7,5,4744,4,9484,2021-06-07,213941.20,32091.18,246032.38,.00,2021-06-07,True,19,2021-06-07 09:00:00.0000000
397565,4,7,,4,,2021-06-07,.00,.00,-3561711.00,.00,2021-06-07,True,19,2021-06-07 09:00:00.0000000
397566,7,7,,4,,2021-06-07,.00,.00,-1234955.10,.00,2021-06-07,True,19,2021-06-07 09:00:00.0000000
397597,4,5,4745,4,9481,2021-06-08,618420.00,92763.00,711183.00,.00,2021-06-14,True,19,2021-06-14 09:00:00.0000000
397600,7,5,4746,4,7030,2021-06-08,213716.40,32057.46,245773.86,.00,2021-06-14,True,19,2021-06-14 09:00:00.0000000
397641,4,5,4747,4,3978,2021-06-09,617700.00,92655.00,710355.00,.00,2021-06-14,True,19,2021-06-14 09:00:00.0000000
397644,7,5,4748,4,8555,2021-06-09,213299.60,31994.94,245294.54,.00,2021-06-14,True,19,2021-06-14 09:00:00.0000000
397677,4,5,4749,4,9463,2021-06-10,616980.00,92547.00,709527.00,.00,2021-06-14,True,19,2021-06-14 09:00:00.0000000
397680,7,5,4750,4,5203,2021-06-10,212882.80,31932.42,244815.22,.00,2021-06-14,True,19,2021-06-14 09:00:00.0000000
397707,4,5,4751,4,8747,2021-06-11,616260.00,92439.00,708699.00,.00,2021-06-14,True,19,2021-06-14 09:00:00.0000000
397710,7,5,4752,4,6032,2021-06-11,212466.00,31869.90,244335.90,.00,2021-06-14,True,19,2021-06-14 09:00:00.0000000
397765,4,5,4753,4,3525,2021-06-14,615540.00,92331.00,707871.00,.00,2021-06-14,True,19,2021-06-14 09:00:00.0000000
397768,7,5,4754,4,4244,2021-06-14,212049.20,31807.38,243856.58,.00,2021-06-14,True,19,2021-06-14 09:00:00.0000000
397770,4,5,4755,4,3620,2021-06-14,192.00,28.80,220.80,.00,2021-06-14,True,19,2021-06-14 09:00:00.0000000
397771,4,7,,4,,2021-06-14,.00,.00,-3547855.80,.00,2021-06-14,True,19,2021-06-14 09:00:00.0000000
397772,7,7,,4,,2021-06-14,.00,.00,-1224076.10,.00,2021-06-14,True,19,2021-06-14 09:00:00.0000000
397799,4,5,4756,4,9867,2021-06-15,614844.00,92226.60,707070.60,.00,2021-06-21,True,2,2021-06-21 09:00:00.0000000
397802,7,5,4757,4,4121,2021-06-15,211292.40,31693.86,242986.26,.00,2021-06-21,True,2,2021-06-21 09:00:00.0000000
397838,4,5,4758,4,1074,2021-06-16,614124.00,92118.60,706242.60,.00,2021-06-21,True,2,2021-06-21 09:00:00.0000000
397841,7,5,4759,4,5150,2021-06-16,211259.60,31688.94,242948.54,.00,2021-06-21,True,2,2021-06-21 09:00:00.0000000
397877,4,5,4760,4,1831,2021-06-17,614832.00,92224.80,707056.80,.00,2021-06-21,True,2,2021-06-21 09:00:00.0000000
397880,7,5,4761,4,6501,2021-06-17,210842.80,31626.42,242469.22,.00,2021-06-21,True,2,2021-06-21 09:00:00.0000000
397927,4,5,4762,4,6912,2021-06-18,614448.00,92167.20,706615.20,.00,2021-06-21,True,2,2021-06-21 09:00:00.0000000
397930,7,5,4763,4,8850,2021-06-18,210426.00,31563.90,241989.90,.00,2021-06-21,True,2,2021-06-21 09:00:00.0000000
397999,4,5,4764,4,8122,2021-06-21,614592.00,92188.80,706780.80,.00,2021-06-21,True,2,2021-06-21 09:00:00.0000000
398002,7,5,4765,4,5923,2021-06-21,210316.40,31547.46,241863.86,.00,2021-06-21,True,2,2021-06-21 09:00:00.0000000
398004,4,5,4766,4,3990,2021-06-21,504.00,75.60,579.60,.00,2021-06-21,True,2,2021-06-21 09:00:00.0000000
398005,4,7,,4,,2021-06-21,.00,.00,-3534345.60,.00,2021-06-21,True,2,2021-06-21 09:00:00.0000000
398006,7,7,,4,,2021-06-21,.00,.00,-1212257.78,.00,2021-06-21,True,2,2021-06-21 09:00:00.0000000
398028,4,5,4767,4,9541,2021-06-22,614184.00,92127.60,706311.60,.00,2021-06-28,True,13,2021-06-28 09:00:00.0000000
398031,7,5,4768,4,5102,2021-06-22,209482.80,31422.42,240905.22,.00,2021-06-28,True,13,2021-06-28 09:00:00.0000000
398066,4,5,4769,4,1407,2021-06-23,613464.00,92019.60,705483.60,.00,2021-06-28,True,13,2021-06-28 09:00:00.0000000
398069,7,5,4770,4,4310,2021-06-23,209066.00,31359.90,240425.90,.00,2021-06-28,True,13,2021-06-28 09:00:00.0000000
398107,4,5,4771,4,7188,2021-06-24,612744.00,91911.60,704655.60,.00,2021-06-28,True,13,2021-06-28 09:00:00.0000000
398110,7,5,4772,4,5882,2021-06-24,210179.20,31526.88,241706.08,.00,2021-06-28,True,13,2021-06-28 09:00:00.0000000
398155,4,5,4773,4,6035,2021-06-25,612600.00,91890.00,704490.00,.00,2021-06-28,True,13,2021-06-28 09:00:00.0000000
398158,7,5,4774,4,5821,2021-06-25,209762.40,31464.36,241226.76,.00,2021-06-28,True,13,2021-06-28 09:00:00.0000000
398211,4,5,4775,4,2327,2021-06-28,611880.00,91782.00,703662.00,.00,2021-06-28,True,13,2021-06-28 09:00:00.0000000
398214,7,5,4776,4,6140,2021-06-28,209345.60,31401.84,240747.44,.00,2021-06-28,True,13,2021-06-28 09:00:00.0000000
398215,4,7,,4,,2021-06-28,.00,.00,-3524602.80,.00,2021-06-28,True,13,2021-06-28 09:00:00.0000000
398216,7,7,,4,,2021-06-28,.00,.00,-1205011.40,.00,2021-06-28,True,13,2021-06-28 09:00:00.0000000
398250,4,5,4777,4,2720,2021-06-29,611160.00,91674.00,702834.00,.00,2021-07-05,True,14,2021-07-05 09:00:00.0000000
398253,7,5,4778,4,6051,2021-06-29,208928.80,31339.32,240268.12,.00,2021-07-05,True,14,2021-07-05 09:00:00.0000000
398292,4,5,4779,4,4901,2021-06-30,610440.00,91566.00,702006.00,.00,2021-07-05,True,14,2021-07-05 09:00:00.0000000
398295,7,5,4780,4,6551,2021-06-30,208512.00,31276.80,239788.80,.00,2021-07-05,True,14,2021-07-05 09:00:00.0000000
398341,4,5,4781,4,7639,2021-07-01,609720.00,91458.00,701178.00,.00,2021-07-05,True,14,2021-07-05 09:00:00.0000000
398344,7,5,4782,4,5037,2021-07-01,208095.20,31214.28,239309.48,.00,2021-07-05,True,14,2021-07-05 09:00:00.0000000
398390,4,5,4783,4,6993,2021-07-02,609000.00,91350.00,700350.00,.00,2021-07-05,True,14,2021-07-05 09:00:00.0000000
398393,7,5,4784,4,4848,2021-07-02,207678.40,31151.76,238830.16,.00,2021-07-05,True,14,2021-07-05 09:00:00.0000000
398457,4,5,4785,4,801,2021-07-05,608280.00,91242.00,699522.00,.00,2021-07-05,True,14,2021-07-05 09:00:00.0000000
398460,7,5,4786,4,1311,2021-07-05,207607.20,31141.08,238748.28,.00,2021-07-05,True,14,2021-07-05 09:00:00.0000000
398461,4,7,,4,,2021-07-05,.00,.00,-3505890.00,.00,2021-07-05,True,14,2021-07-05 09:00:00.0000000
398462,7,7,,4,,2021-07-05,.00,.00,-1196944.84,.00,2021-07-05,True,14,2021-07-05 09:00:00.0000000
398509,4,5,4787,4,854,2021-07-06,607812.00,91171.80,698983.80,.00,2021-07-12,True,19,2021-07-12 09:00:00.0000000
398512,7,5,4788,4,5291,2021-07-06,207190.40,31078.56,238268.96,.00,2021-07-12,True,19,2021-07-12 09:00:00.0000000
398539,4,5,4789,4,5192,2021-07-07,607848.00,91177.20,699025.20,.00,2021-07-12,True,19,2021-07-12 09:00:00.0000000
398542,7,5,4790,4,9319,2021-07-07,206773.60,31016.04,237789.64,.00,2021-07-12,True,19,2021-07-12 09:00:00.0000000
398591,4,5,4791,4,7155,2021-07-08,607128.00,91069.20,698197.20,.00,2021-07-12,True,19,2021-07-12 09:00:00.0000000
398594,7,5,4792,4,584,2021-07-08,206356.80,30953.52,237310.32,.00,2021-07-12,True,19,2021-07-12 09:00:00.0000000
398634,4,5,4793,4,8063,2021-07-09,606996.00,91049.40,698045.40,.00,2021-07-12,True,19,2021-07-12 09:00:00.0000000
398637,7,5,4794,4,9363,2021-07-09,205940.00,30891.00,236831.00,.00,2021-07-12,True,19,2021-07-12 09:00:00.0000000
398673,4,5,4795,4,1592,2021-07-12,606276.00,90941.40,697217.40,.00,2021-07-12,True,19,2021-07-12 09:00:00.0000000
398676,7,5,4796,4,9188,2021-07-12,205523.20,30828.48,236351.68,.00,2021-07-12,True,19,2021-07-12 09:00:00.0000000
398677,4,7,,4,,2021-07-12,.00,.00,-3491469.00,.00,2021-07-12,True,19,2021-07-12 09:00:00.0000000
398678,7,7,,4,,2021-07-12,.00,.00,-1186551.60,.00,2021-07-12,True,19,2021-07-12 09:00:00.0000000
398708,4,5,4797,4,9564,2021-07-13,605556.00,90833.40,696389.40,.00,2021-07-19,True,6,2021-07-19 09:00:00.0000000
398711,7,5,4798,4,6812,2021-07-13,205106.40,30765.96,235872.36,.00,2021-07-19,True,6,2021-07-19 09:00:00.0000000
398739,4,5,4799,4,3154,2021-07-14,604836.00,90725.40,695561.40,.00,2021-07-19,True,6,2021-07-19 09:00:00.0000000
398742,7,5,4800,4,8484,2021-07-14,204689.60,30703.44,235393.04,.00,2021-07-19,True,6,2021-07-19 09:00:00.0000000
398775,4,5,4801,4,7460,2021-07-15,604116.00,90617.40,694733.40,.00,2021-07-19,True,6,2021-07-19 09:00:00.0000000
398778,7,5,4802,4,2965,2021-07-15,204272.80,30640.92,234913.72,.00,2021-07-19,True,6,2021-07-19 09:00:00.0000000
398821,4,5,4803,4,9028,2021-07-16,603396.00,90509.40,693905.40,.00,2021-07-19,True,6,2021-07-19 09:00:00.0000000
398824,7,5,4804,4,5225,2021-07-16,204536.00,30680.40,235216.40,.00,2021-07-19,True,6,2021-07-19 09:00:00.0000000
398872,4,5,4805,4,3069,2021-07-19,602676.00,90401.40,693077.40,.00,2021-07-19,True,6,2021-07-19 09:00:00.0000000
398875,7,5,4806,4,5838,2021-07-19,204119.20,30617.88,234737.08,.00,2021-07-19,True,6,2021-07-19 09:00:00.0000000
398876,4,7,,4,,2021-07-19,.00,.00,-3473667.00,.00,2021-07-19,True,6,2021-07-19 09:00:00.0000000
398877,7,7,,4,,2021-07-19,.00,.00,-1176132.60,.00,2021-07-19,True,6,2021-07-19 09:00:00.0000000
398909,4,5,4807,4,4467,2021-07-20,601956.00,90293.40,692249.40,.00,2021-07-26,True,20,2021-07-26 09:00:00.0000000
398912,7,5,4808,4,5089,2021-07-20,203702.40,30555.36,234257.76,.00,2021-07-26,True,20,2021-07-26 09:00:00.0000000
398960,4,5,4809,4,4783,2021-07-21,601236.00,90185.40,691421.40,.00,2021-07-26,True,20,2021-07-26 09:00:00.0000000
398963,7,5,4810,4,9133,2021-07-21,203285.60,30492.84,233778.44,.00,2021-07-26,True,20,2021-07-26 09:00:00.0000000
398990,4,5,4811,4,826,2021-07-22,600516.00,90077.40,690593.40,.00,2021-07-26,True,20,2021-07-26 09:00:00.0000000
398993,7,5,4812,4,9950,2021-07-22,202868.80,30430.32,233299.12,.00,2021-07-26,True,20,2021-07-26 09:00:00.0000000
399022,4,5,4813,4,1353,2021-07-23,599796.00,89969.40,689765.40,.00,2021-07-26,True,20,2021-07-26 09:00:00.0000000
399025,7,5,4814,4,9988,2021-07-23,202452.00,30367.80,232819.80,.00,2021-07-26,True,20,2021-07-26 09:00:00.0000000
399090,4,5,4815,4,1161,2021-07-26,599076.00,89861.40,688937.40,.00,2021-07-26,True,20,2021-07-26 09:00:00.0000000
399093,7,5,4816,4,3929,2021-07-26,202035.20,30305.28,232340.48,.00,2021-07-26,True,20,2021-07-26 09:00:00.0000000
399094,4,7,,4,,2021-07-26,.00,.00,-3452967.00,.00,2021-07-26,True,20,2021-07-26 09:00:00.0000000
399095,7,7,,4,,2021-07-26,.00,.00,-1166495.60,.00,2021-07-26,True,20,2021-07-26 09:00:00.0000000
399139,4,5,4817,4,7403,2021-07-27,598356.00,89753.40,688109.40,.00,2021-08-02,True,5,2021-08-02 09:00:00.0000000
399142,7,5,4818,4,2233,2021-07-27,201618.40,30242.76,231861.16,.00,2021-08-02,True,5,2021-08-02 09:00:00.0000000
399192,4,5,4819,4,2569,2021-07-28,598476.00,89771.40,688247.40,.00,2021-08-02,True,5,2021-08-02 09:00:00.0000000
399195,7,5,4820,4,3547,2021-07-28,201201.60,30180.24,231381.84,.00,2021-08-02,True,5,2021-08-02 09:00:00.0000000
399229,4,5,4821,4,6995,2021-07-29,597756.00,89663.40,687419.40,.00,2021-08-02,True,5,2021-08-02 09:00:00.0000000
399232,7,5,4822,4,465,2021-07-29,200784.80,30117.72,230902.52,.00,2021-08-02,True,5,2021-08-02 09:00:00.0000000
399257,4,5,4823,4,1542,2021-07-30,597036.00,89555.40,686591.40,.00,2021-08-02,True,5,2021-08-02 09:00:00.0000000
399260,7,5,4824,4,8424,2021-07-30,200368.00,30055.20,230423.20,.00,2021-08-02,True,5,2021-08-02 09:00:00.0000000
399321,4,5,4825,4,1212,2021-08-02,596316.00,89447.40,685763.40,.00,2021-08-02,True,5,2021-08-02 09:00:00.0000000
399324,7,5,4826,4,3473,2021-08-02,199951.20,29992.68,229943.88,.00,2021-08-02,True,5,2021-08-02 09:00:00.0000000
399325,4,7,,4,,2021-08-02,.00,.00,-3436131.00,.00,2021-08-02,True,5,2021-08-02 09:00:00.0000000
399326,7,7,,4,,2021-08-02,.00,.00,-1154512.60,.00,2021-08-02,True,5,2021-08-02 09:00:00.0000000
399372,4,5,4827,4,5086,2021-08-03,595596.00,89339.40,684935.40,.00,2021-08-09,True,4,2021-08-09 09:00:00.0000000
399375,7,5,4828,4,7529,2021-08-03,199534.40,29930.16,229464.56,.00,2021-08-09,True,4,2021-08-09 09:00:00.0000000
399413,4,5,4829,4,104,2021-08-04,594876.00,89231.40,684107.40,.00,2021-08-09,True,4,2021-08-09 09:00:00.0000000
399416,7,5,4830,4,7266,2021-08-04,199117.60,29867.64,228985.24,.00,2021-08-09,True,4,2021-08-09 09:00:00.0000000
399449,4,5,4831,4,7920,2021-08-05,594660.00,89199.00,683859.00,.00,2021-08-09,True,4,2021-08-09 09:00:00.0000000
399452,7,5,4832,4,6783,2021-08-05,199380.80,29907.12,229287.92,.00,2021-08-09,True,4,2021-08-09 09:00:00.0000000
399488,4,5,4833,4,2121,2021-08-06,593940.00,89091.00,683031.00,.00,2021-08-09,True,4,2021-08-09 09:00:00.0000000
399491,7,5,4834,4,88,2021-08-06,198964.00,29844.60,228808.60,.00,2021-08-09,True,4,2021-08-09 09:00:00.0000000
399551,4,5,4835,4,2733,2021-08-09,593220.00,88983.00,682203.00,.00,2021-08-09,True,4,2021-08-09 09:00:00.0000000
399554,7,5,4836,4,3217,2021-08-09,200269.20,30040.38,230309.58,.00,2021-08-09,True,4,2021-08-09 09:00:00.0000000
399555,4,7,,4,,2021-08-09,.00,.00,-3418135.80,.00,2021-08-09,True,4,2021-08-09 09:00:00.0000000
399556,7,7,,4,,2021-08-09,.00,.00,-1146855.90,.00,2021-08-09,True,4,2021-08-09 09:00:00.0000000
399602,4,5,4837,4,9130,2021-08-10,592500.00,88875.00,681375.00,.00,2021-08-16,True,9,2021-08-16 09:00:00.0000000
399605,7,5,4838,4,4452,2021-08-10,200192.40,30028.86,230221.26,.00,2021-08-16,True,9,2021-08-16 09:00:00.0000000
399642,4,5,4839,4,9799,2021-08-11,591780.00,88767.00,680547.00,.00,2021-08-16,True,9,2021-08-16 09:00:00.0000000
399645,7,5,4840,4,4259,2021-08-11,199775.60,29966.34,229741.94,.00,2021-08-16,True,9,2021-08-16 09:00:00.0000000
399674,4,5,4841,4,3310,2021-08-12,591060.00,88659.00,679719.00,.00,2021-08-16,True,9,2021-08-16 09:00:00.0000000
399677,7,5,4842,4,9250,2021-08-12,199704.40,29955.66,229660.06,.00,2021-08-16,True,9,2021-08-16 09:00:00.0000000
399715,4,5,4843,4,7626,2021-08-13,590340.00,88551.00,678891.00,.00,2021-08-16,True,9,2021-08-16 09:00:00.0000000
399718,7,5,4844,4,5525,2021-08-13,199287.60,29893.14,229180.74,.00,2021-08-16,True,9,2021-08-16 09:00:00.0000000
399771,4,5,4845,4,4502,2021-08-16,590040.00,88506.00,678546.00,.00,2021-08-16,True,9,2021-08-16 09:00:00.0000000
399774,7,5,4846,4,4537,2021-08-16,200400.80,30060.12,230460.92,.00,2021-08-16,True,9,2021-08-16 09:00:00.0000000
399775,4,7,,4,,2021-08-16,.00,.00,-3399078.00,.00,2021-08-16,True,9,2021-08-16 09:00:00.0000000
399776,7,7,,4,,2021-08-16,.00,.00,-1149264.92,.00,2021-08-16,True,9,2021-08-16 09:00:00.0000000
399818,4,5,4847,4,9230,2021-08-17,589320.00,88398.00,677718.00,.00,2021-08-23,True,2,2021-08-23 09:00:00.0000000
399821,7,5,4848,4,8243,2021-08-17,199984.00,29997.60,229981.60,.00,2021-08-23,True,2,2021-08-23 09:00:00.0000000
399867,4,5,4849,4,626,2021-08-18,588600.00,88290.00,676890.00,.00,2021-08-23,True,2,2021-08-23 09:00:00.0000000
399870,7,5,4850,4,7408,2021-08-18,199836.00,29975.40,229811.40,.00,2021-08-23,True,2,2021-08-23 09:00:00.0000000
399897,4,5,4851,4,1790,2021-08-19,587880.00,88182.00,676062.00,.00,2021-08-23,True,2,2021-08-23 09:00:00.0000000
399900,7,5,4852,4,9417,2021-08-19,199419.20,29912.88,229332.08,.00,2021-08-23,True,2,2021-08-23 09:00:00.0000000
399941,4,5,4853,4,4129,2021-08-20,588120.00,88218.00,676338.00,.00,2021-08-23,True,2,2021-08-23 09:00:00.0000000
399944,7,5,4854,4,1200,2021-08-20,199040.80,29856.12,228896.92,.00,2021-08-23,True,2,2021-08-23 09:00:00.0000000
400010,4,5,4855,4,7387,2021-08-23,587400.00,88110.00,675510.00,.00,2021-08-23,True,2,2021-08-23 09:00:00.0000000
400013,7,5,4856,4,8434,2021-08-23,198624.00,29793.60,228417.60,.00,2021-08-23,True,2,2021-08-23 09:00:00.0000000
400015,7,5,4857,4,970,2021-08-23,115.20,17.28,132.48,.00,2021-08-23,True,2,2021-08-23 09:00:00.0000000
400016,4,7,,4,,2021-08-23,.00,.00,-3382518.00,.00,2021-08-23,True,2,2021-08-23 09:00:00.0000000
400017,7,7,,4,,2021-08-23,.00,.00,-1146572.08,.00,2021-08-23,True,2,2021-08-23 09:00:00.0000000
400049,4,5,4858,4,2928,2021-08-24,587160.00,88074.00,675234.00,.00,2021-08-30,True,6,2021-08-30 09:00:00.0000000
400052,7,5,4859,4,2899,2021-08-24,197982.40,29697.36,227679.76,.00,2021-08-30,True,6,2021-08-30 09:00:00.0000000
400094,4,5,4860,4,229,2021-08-25,587952.00,88192.80,676144.80,.00,2021-08-30,True,6,2021-08-30 09:00:00.0000000
